136, 1693.87, 0
137, 1699.32, 0
138, 1704.77, 0
139, 1710.22, 0
140, 1715.66, 0
141, 1721.11, 0
142, 1726.56, 0
143, 1732.01, 1
144, 1737.46, 0
145, 1742.91, 0
146, 1748.36, 0
147, 1753.81, 0
148, 1759.25, 0
149, 1764.70, 0
150, 1770.15, 0
151, 1775.60, 0
152, 1781.05, 0
153, 1786.50, 0
154, 1791.95, 1
155, 1797.40, 0
156, 1802.85, 0
157, 1808.29, 0
158, 1813.74, 1
159, 1819.19, 30
160, 1824.64, 63
161, 1830.09, 75
162, 1835.54, 71
163, 1840.99, 69
164, 1846.44, 72
165, 1851.88, 64
166, 1857.33, 81
167, 1862.78, 80
168, 1868.23, 73
169, 1873.68, 77
170, 1879.13, 85
171, 1884.58, 74
172, 1890.03, 68
173, 1895.48, 78
174, 1900.92, 75
175, 1906.37, 86
176, 1911.82, 82
177, 1917.27, 67
178, 1922.72, 59
179, 1928.17, 74
180, 1933.62, 61
181, 1939.07, 52
182, 1944.52, 22
183, 1949.96, 8
184, 1955.41, 12
185, 1960.86, 4
186, 1966.31, 0
187, 1971.76, 0
188, 1977.21, 0
189, 1982.66, 0
190, 1988.11, 0
191, 1993.55, 0
192, 1999.00, 0
193, 2004.45, 3
194, 2009.90, 0
195, 2015.35, 0
196, 2020.80, 0
197, 2026.25, 0
198, 2031.70, 0
199, 2037.15, 0
200, 2042.59, 0
201, 2048.04, 1
202, 2053.49, 0
203, 2058.94, 0
204, 2064.39, 0
205, 2069.84, 0
206, 2075.29, 0
207, 2080.74, 0
208, 2086.19, 0
209, 2091.63, 0
210, 2097.08, 0
211, 2102.53, 0
212, 2107.98, 0
213, 2113.43, 0
214, 2118.88, 0
215, 2124.33, 1
216, 2129.78, 0
217, 2135.22, 0
218, 2140.67, 0
219, 2146.12, 0
220, 2151.57, 0
221, 2157.02, 0
222, 2162.47, 0
223, 2167.92, 0
224, 2173.37, 0
225, 2178.82, 1
226, 2184.26, 0
227, 2189.71, 0
228, 2195.16, 0
229, 2200.61, 0
230, 2206.06, 0
231, 2211.51, 0
232, 2216.96, 2
233, 2222.41, 0
234, 2227.85, 0
235, 2233.30, 0
236, 2238.75, 0
237, 2244.20, 0
238, 2249.65, 0
239, 2255.10, 0
240, 2260.55, 0
241, 2266.00, 0
242, 2271.45, 0
243, 2276.89, 0
244, 2282.34, 1
245, 2287.79, 0
246, 2293.24, 0
247, 2298.69, 0
248, 2304.14, 0
249, 2309.59, 0
250, 2315.04, 0
251, 2320.49, 0
252, 2325.93, 0
253, 2331.38, 1
254, 2336.83, 0
255, 2342.28, 0
256, 2347.73, 0
257, 2353.18, 0
258, 2358.63, 0
259, 2364.08, 0
260, 2369.52, 1
261, 2374.97, 1
262, 2380.42, 2
263, 2385.87, 1
264, 2391.32, 1
265, 2396.77, 0
266, 2402.22, 1
267, 2407.67, 1
268, 2413.12, 2
269, 2418.56, 3
270, 2424.01, 3
271, 2429.46, 0
272, 2434.91, 7
273, 2440.36, 4
274, 2445.81, 14
275, 2451.26, 32
276, 2456.71, 16
277, 2462.16, 10
278, 2467.60, 23
279, 2473.05, 30
280, 2478.50, 33
281, 2483.95, 56
282, 2489.40, 63
283, 2494.85, 53
284, 2500.30, 39
285, 2505.75, 48
286, 2511.19, 59
287, 2516.64, 54
