0, 952.83, 0
1, 958.28, 0
2, 963.72, 0
3, 969.17, 0
4, 974.62, 1
5, 980.07, 0
6, 985.52, 0
7, 990.97, 0
8, 996.42, 0
9, 1001.87, 0
10, 1007.31, 0
11, 1012.76, 1
12, 1018.21, 0
13, 1023.66, 0
14, 1029.11, 0
15, 1034.56, 0
16, 1040.01, 0
17, 1045.46, 0
18, 1050.91, 0
19, 1056.35, 0
20, 1061.80, 0
21, 1067.25, 0
22, 1072.70, 1
23, 1078.15, 0
24, 1083.60, 0
25, 1089.05, 0
26, 1094.50, 0
27, 1099.95, 0
28, 1105.39, 0
29, 1110.84, 0
30, 1116.29, 0
31, 1121.74, 0
32, 1127.19, 0
33, 1132.64, 1
34, 1138.09, 0
35, 1143.54, 0
36, 1148.98, 0
37, 1154.43, 0
38, 1159.88, 0
39, 1165.33, 0
40, 1170.78, 0
41, 1176.23, 0
42, 1181.68, 0
43, 1187.13, 0
44, 1192.58, 0
45, 1198.02, 0
46, 1203.47, 0
47, 1208.92, 0
48, 1214.37, 0
49, 1219.82, 0
50, 1225.27, 0
51, 1230.72, 0
52, 1236.17, 0
53, 1241.61, 0
54, 1247.06, 0
55, 1252.51, 0
56, 1257.96, 0
57, 1263.41, 0
58, 1268.86, 0
59, 1274.31, 0
60, 1279.76, 0
61, 1285.21, 0
62, 1290.65, 0
63, 1296.10, 0
64, 1301.55, 0
65, 1307.00, 0
66, 1312.45, 0
67, 1317.90, 0
68, 1323.35, 0
69, 1328.80, 0
70, 1334.25, 0
71, 1339.69, 0
72, 1345.14, 0
73, 1350.59, 0
74, 1356.04, 0
75, 1361.49, 3
76, 1366.94, 12
77, 1372.39, 5
78, 1377.84, 5
79, 1383.28, 10
80, 1388.73, 10
81, 1394.18, 13
82, 1399.63, 7
83, 1405.08, 9
84, 1410.53, 3
85, 1415.98, 1
86, 1421.43, 0
87, 1426.88, 0
88, 1432.32, 0
89, 1437.77, 1
90, 1443.22, 1
91, 1448.67, 0
92, 1454.12, 0
93, 1459.57, 0
94, 1465.02, 0
95, 1470.47, 0
96, 1475.91, 0
97, 1481.36, 0
98, 1486.81, 0
99, 1492.26, 0
100, 1497.71, 0
101, 1503.16, 0
102, 1508.61, 0
103, 1514.06, 0
104, 1519.51, 0
105, 1524.95, 0
106, 1530.40, 0
107, 1535.85, 0
108, 1541.30, 0
109, 1546.75, 0
110, 1552.20, 0
111, 1557.65, 0
112, 1563.10, 0
113, 1568.55, 0
114, 1573.99, 0
115, 1579.44, 0
116, 1584.89, 0
117, 1590.34, 1
118, 1595.79, 0
119, 1601.24, 0
120, 1606.69, 0
121, 1612.14, 0
122, 1617.58, 1
123, 1623.03, 0
124, 1628.48, 0
125, 1633.93, 0
126, 1639.38, 0
127, 1644.83, 1
128, 1650.28, 0
129, 1655.73, 0
130, 1661.18, 0
131, 1666.62, 0
132, 1672.07, 1
133, 1677.52, 0
134, 1682.97, 0
135, 1688.42, 0
